M.Trans.	H	Be	B	C	N	O	F	Ne	Na	Mg	Al	Si	P	S	Cl	K	Ca	Ti	V	Mn	Fe	Co	Ni	Cu	Zn	Ga	Br	Kr	Rb	Mo	Sn	Sb	Te	I	Xe	Cs	Ba	La	Ce	Pr	Nd 60	Eu 63	Gd 64	Tb 65	Dy 66	Ho 67	Lu 71	Ta 73	Au 79	Pb
6.0000000000E-01	9.9837000000E-01	3.2374000000E+00	3.9476000000E+00	4.6903000000E+00	5.4370000000E+00	6.1750000000E+00	6.8320000000E+00	7.3200000000E+00	7.7240000000E+00	8.0860000000E+00	8.4590000000E+00	8.8670000000E+00	9.3230000000E+00	9.8290000000E+00	1.0382000000E+01	1.1568000000E+01	1.2163000000E+01	1.3140000000E+01	1.3514000000E+01	1.4062000000E+01	1.4343000000E+01	1.4596000000E+01	1.4780000000E+01	1.4847000000E+01	1.5020000000E+01	1.5233000000E+01	1.6456000000E+01	1.6849000000E+01	1.7282000000E+01	1.9455000000E+01	2.1541000000E+01	2.1823000000E+01	2.2134000000E+01	2.2471000000E+01	2.2833000000E+01	2.3228000000E+01	2.3654000000E+01	2.4109000000E+01	2.4334000000E+01	2.4331000000E+01	2.4493000000E+01	2.4840000000E+01	2.5155000000E+01	2.5315000000E+01	2.5284000000E+01	2.5383000000E+01	2.5838000000E+01	2.6385000000E+01	2.7815000000E+01	2.8408000000E+01
7.0000000000E-01	9.9941000000E-01	3.4291000000E+00	4.1462000000E+00	4.8778000000E+00	5.6350000000E+00	6.4110000000E+00	7.1510000000E+00	7.7740000000E+00	8.3130000000E+00	8.7840000000E+00	9.2250000000E+00	9.6670000000E+00	1.0131000000E+01	1.0626000000E+01	1.1158000000E+01	1.2239000000E+01	1.2953000000E+01	1.4093000000E+01	1.4574000000E+01	1.5346000000E+01	1.5716000000E+01	1.6050000000E+01	1.6317000000E+01	1.6494000000E+01	1.6709000000E+01	1.6947000000E+01	1.8185000000E+01	1.8562000000E+01	1.8974000000E+01	2.1300000000E+01	2.4059000000E+01	2.4349000000E+01	2.4655000000E+01	2.4980000000E+01	2.5324000000E+01	2.5691000000E+01	2.6053000000E+01	2.6502000000E+01	2.6750000000E+01	2.6818000000E+01	2.7012000000E+01	2.7456000000E+01	2.7766000000E+01	2.7961000000E+01	2.8001000000E+01	2.8137000000E+01	2.8699000000E+01	2.9298000000E+01	3.1197000000E+01	3.2020000000E+01
8.0000000000E-01	9.9977000000E-01	3.5794000000E+00	4.3202000000E+00	5.0511000000E+00	5.8090000000E+00	6.5960000000E+00	7.3760000000E+00	8.0850000000E+00	8.7290000000E+00	9.3040000000E+00	9.8300000000E+00	1.0330000000E+01	1.0827000000E+01	1.1336000000E+01	1.1867000000E+01	1.3014000000E+01	1.3635000000E+01	1.4856000000E+01	1.5413000000E+01	1.6376000000E+01	1.6831000000E+01	1.7249000000E+01	1.7602000000E+01	1.7885000000E+01	1.8163000000E+01	1.8445000000E+01	1.9747000000E+01	2.0123000000E+01	2.0526000000E+01	2.2877000000E+01	2.6252000000E+01	2.6590000000E+01	2.6927000000E+01	2.7269000000E+01	2.7619000000E+01	2.7981000000E+01	2.8359000000E+01	2.8759000000E+01	2.9025000000E+01	2.9145000000E+01	2.9364000000E+01	2.9889000000E+01	3.0194000000E+01	3.0414000000E+01	3.0512000000E+01	3.0678000000E+01	3.1332000000E+01	3.1938000000E+01	3.4072000000E+01	3.5121000000E+01
9.0000000000E-01	9.9990000000E-01	3.6931000000E+00	4.4689000000E+00	5.2085000000E+00	5.9680000000E+00	6.7550000000E+00	7.5520000000E+00	8.3120000000E+00	9.0280000000E+00	9.6890000000E+00	1.0296000000E+01	1.0864000000E+01	1.1411000000E+01	1.1952000000E+01	1.2499000000E+01	1.3645000000E+01	1.4256000000E+01	1.5509000000E+01	1.6111000000E+01	1.7211000000E+01	1.7737000000E+01	1.8229000000E+01	1.8664000000E+01	1.9043000000E+01	1.9395000000E+01	1.9734000000E+01	2.1149000000E+01	2.1535000000E+01	2.1940000000E+01	2.4288000000E+01	2.8113000000E+01	2.8518000000E+01	2.8912000000E+01	2.9298000000E+01	2.9680000000E+01	3.0064000000E+01	3.0453000000E+01	3.0854000000E+01	3.1143000000E+01	3.1311000000E+01	3.1556000000E+01	3.2159000000E+01	3.2463000000E+01	3.2703000000E+01	3.2845000000E+01	3.3039000000E+01	3.3778000000E+01	3.4385000000E+01	3.6597000000E+01	3.7790000000E+01
1.0000000000E+00	9.9995000000E-01	3.7771000000E+00	4.5896000000E+00	5.3485000000E+00	6.1130000000E+00	6.9010000000E+00	7.7030000000E+00	8.4900000000E+00	9.2520000000E+00	9.9750000000E+00	1.0652000000E+01	1.1286000000E+01	1.1888000000E+01	1.2472000000E+01	1.3050000000E+01	1.4220000000E+01	1.4830000000E+01	1.6095000000E+01	1.6721000000E+01	1.7910000000E+01	1.8488000000E+01	1.9039000000E+01	1.9543000000E+01	2.0002000000E+01	2.0427000000E+01	2.0831000000E+01	2.2399000000E+01	2.2804000000E+01	2.3221000000E+01	2.5581000000E+01	2.9687000000E+01	3.0157000000E+01	3.0613000000E+01	3.1056000000E+01	3.1488000000E+01	3.1914000000E+01	3.2336000000E+01	3.2758000000E+01	3.3083000000E+01	3.3304000000E+01	3.3581000000E+01	3.4275000000E+01	3.4583000000E+01	3.4842000000E+01	3.5021000000E+01	3.5240000000E+01	3.6059000000E+01	3.6669000000E+01	3.8896000000E+01	4.0151000000E+01
1.2500000000E+00	9.9999000000E-01	3.9000000000E+00	4.7918000000E+00	5.6153000000E+00	6.4157000000E+00	7.2159000000E+00	8.0243000000E+00	8.8361000000E+00	9.6465000000E+00	1.0449000000E+01	1.1233000000E+01	1.1990000000E+01	1.2716000000E+01	1.3414000000E+01	1.4088000000E+01	1.5393000000E+01	1.6038000000E+01	1.7353000000E+01	1.8010000000E+01	1.9312000000E+01	1.9959000000E+01	2.0596000000E+01	2.1210000000E+01	2.1802000000E+01	2.2365000000E+01	2.2907000000E+01	2.4920000000E+01	2.5401000000E+01	2.5880000000E+01	2.8378000000E+01	3.2794000000E+01	3.3358000000E+01	3.3918000000E+01	3.4474000000E+01	3.5023000000E+01	3.5565000000E+01	3.6100000000E+01	3.6622000000E+01	3.7075000000E+01	3.7451000000E+01	3.7848000000E+01	3.8866000000E+01	3.9224000000E+01	3.9553000000E+01	3.9832000000E+01	4.0121000000E+01	4.1159000000E+01	4.1786000000E+01	4.4011000000E+01	4.5277000000E+01
1.5000000000E+00	1.0000000000E+00	3.9538000000E+00	4.8955000000E+00	5.7806000000E+00	6.6300000000E+00	7.4620000000E+00	8.2880000000E+00	9.1130000000E+00	9.9390000000E+00	1.0766000000E+01	1.1592000000E+01	1.2408000000E+01	1.3209000000E+01	1.3990000000E+01	1.4750000000E+01	1.6212000000E+01	1.6921000000E+01	1.8334000000E+01	1.9032000000E+01	2.0411000000E+01	2.1097000000E+01	2.1777000000E+01	2.2445000000E+01	2.3107000000E+01	2.3745000000E+01	2.4370000000E+01	2.6747000000E+01	2.7313000000E+01	2.7871000000E+01	3.0620000000E+01	3.5226000000E+01	3.5822000000E+01	3.6422000000E+01	3.7024000000E+01	3.7628000000E+01	3.8232000000E+01	3.8836000000E+01	3.9438000000E+01	4.0001000000E+01	4.0515000000E+01	4.1033000000E+01	4.2432000000E+01	4.2884000000E+01	4.3315000000E+01	4.3713000000E+01	4.4101000000E+01	4.5471000000E+01	4.6168000000E+01	4.8456000000E+01	4.9713000000E+01
2.0000000000E+00	1.0000000000E+00	3.9890000000E+00	4.9729000000E+00	5.9302000000E+00	6.8599000000E+00	7.7642000000E+00	8.6479000000E+00	9.5175000000E+00	1.0376000000E+01	1.1229000000E+01	1.2083000000E+01	1.2937000000E+01	1.3790000000E+01	1.4641000000E+01	1.5487000000E+01	1.7152000000E+01	1.8531000000E+01	1.9585000000E+01	2.0379000000E+01	2.1938000000E+01	2.2704000000E+01	2.3462000000E+01	2.4211000000E+01	2.4957000000E+01	2.5683000000E+01	2.6400000000E+01	2.9190000000E+01	2.9870000000E+01	3.0543000000E+01	3.3808000000E+01	3.8894000000E+01	3.9536000000E+01	4.0181000000E+01	4.0827000000E+01	4.1477000000E+01	4.2129000000E+01	4.2784000000E+01	4.3443000000E+01	4.4104000000E+01	4.4757000000E+01	4.5404000000E+01	4.7281000000E+01	4.7891000000E+01	4.8494000000E+01	4.9082000000E+01	4.9656000000E+01	5.1782000000E+01	5.2777000000E+01	5.5605000000E+01	5.6993000000E+01
2.5000000000E+00	1.0000000000E+00	3.9970000000E+00	4.9922000000E+00	5.9770000000E+00	6.9470000000E+00	7.8999000000E+00	8.8345000000E+00	9.7522000000E+00	1.0654000000E+01	1.1543000000E+01	1.2425000000E+01	1.3302000000E+01	1.4177000000E+01	1.5051000000E+01	1.5924000000E+01	1.7664000000E+01	1.8906000000E+01	2.0259000000E+01	2.1116000000E+01	2.2812000000E+01	2.3650000000E+01	2.4480000000E+01	2.5302000000E+01	2.6119000000E+01	2.6919000000E+01	2.7710000000E+01	3.0785000000E+01	3.1534000000E+01	3.2277000000E+01	3.5901000000E+01	4.1462000000E+01	4.2151000000E+01	4.2840000000E+01	4.3529000000E+01	4.4220000000E+01	4.4912000000E+01	4.5605000000E+01	4.6301000000E+01	4.7006000000E+01	4.7716000000E+01	4.8419000000E+01	5.0508000000E+01	5.1193000000E+01	5.1880000000E+01	5.2567000000E+01	5.3241000000E+01	5.5846000000E+01	5.7095000000E+01	6.0651000000E+01	6.2335000000E+01
3.0000000000E+00	1.0000000000E+00	3.9999000000E+00	4.9974000000E+00	5.9917000000E+00	6.9790000000E+00	7.9570000000E+00	8.9230000000E+00	9.8750000000E+00	1.0813000000E+01	1.1738000000E+01	1.2652000000E+01	1.3558000000E+01	1.4457000000E+01	1.5351000000E+01	1.6243000000E+01	1.8020000000E+01	1.9141000000E+01	2.0682000000E+01	2.1569000000E+01	2.3337000000E+01	2.4216000000E+01	2.5092000000E+01	2.5962000000E+01	2.6830000000E+01	2.7687000000E+01	2.8536000000E+01	3.1850000000E+01	3.2659000000E+01	3.3461000000E+01	3.7370000000E+01	4.3338000000E+01	4.4069000000E+01	4.4798000000E+01	4.5526000000E+01	4.6254000000E+01	4.6981000000E+01	4.7709000000E+01	4.8436000000E+01	4.9175000000E+01	4.9921000000E+01	5.0660000000E+01	5.2872000000E+01	5.3600000000E+01	5.4335000000E+01	5.5073000000E+01	5.5803000000E+01	5.8672000000E+01	6.0072000000E+01	6.4149000000E+01	6.6108000000E+01
3.5000000000E+00	1.0000000000E+00	4.0000000000E+00	4.9991000000E+00	5.9968000000E+00	6.9913000000E+00	7.9807000000E+00	8.9631000000E+00	9.9368000000E+00	1.0900000000E+01	1.1852000000E+01	1.2794000000E+01	1.3726000000E+01	1.4650000000E+01	1.5567000000E+01	1.6479000000E+01	1.8290000000E+01	1.9411000000E+01	2.0994000000E+01	2.1896000000E+01	2.3698000000E+01	2.4598000000E+01	2.5497000000E+01	2.6394000000E+01	2.7291000000E+01	2.8181000000E+01	2.9067000000E+01	3.2554000000E+01	3.3410000000E+01	3.4259000000E+01	3.8415000000E+01	4.4751000000E+01	4.5522000000E+01	4.6290000000E+01	4.7054000000E+01	4.7817000000E+01	4.8577000000E+01	4.9336000000E+01	5.0094000000E+01	5.0860000000E+01	5.1634000000E+01	5.2400000000E+01	5.4698000000E+01	5.5456000000E+01	5.6222000000E+01	5.6993000000E+01	5.7756000000E+01	6.0785000000E+01	6.2277000000E+01	6.6678000000E+01	6.8829000000E+01
4.0000000000E+00	1.0000000000E+00	4.0000000000E+00	4.9996000000E+00	5.9986000000E+00	6.9960000000E+00	7.9910000000E+00	8.9820000000E+00	9.9670000000E+00	1.0946000000E+01	1.1916000000E+01	1.2879000000E+01	1.3832000000E+01	1.4778000000E+01	1.5716000000E+01	1.6648000000E+01	1.8494000000E+01	1.9698000000E+01	2.1239000000E+01	2.2152000000E+01	2.3976000000E+01	2.4887000000E+01	2.5799000000E+01	2.6710000000E+01	2.7622000000E+01	2.8530000000E+01	2.9436000000E+01	3.3030000000E+01	3.3919000000E+01	3.4803000000E+01	3.9150000000E+01	4.5817000000E+01	4.6626000000E+01	4.7431000000E+01	4.8233000000E+01	4.9030000000E+01	4.9824000000E+01	5.0615000000E+01	5.1403000000E+01	5.2197000000E+01	5.2996000000E+01	5.3788000000E+01	5.6159000000E+01	5.6942000000E+01	5.7731000000E+01	5.8526000000E+01	5.9314000000E+01	6.2451000000E+01	6.4002000000E+01	6.8610000000E+01	7.0885000000E+01
5.0000000000E+00	1.0000000000E+00	4.0000000000E+00	4.9999000000E+00	5.9997000000E+00	6.9991000000E+00	7.9977000000E+00	8.9951000000E+00	9.9906000000E+00	1.0983000000E+01	1.1972000000E+01	1.2957000000E+01	1.3937000000E+01	1.4911000000E+01	1.5880000000E+01	1.6843000000E+01	1.8752000000E+01	1.9849000000E+01	2.1580000000E+01	2.2515000000E+01	2.4380000000E+01	2.5310000000E+01	2.6238000000E+01	2.7166000000E+01	2.8095000000E+01	2.9021000000E+01	2.9947000000E+01	3.3641000000E+01	3.4562000000E+01	3.5482000000E+01	4.0051000000E+01	4.7200000000E+01	4.8075000000E+01	4.8945000000E+01	4.9811000000E+01	5.0673000000E+01	5.1530000000E+01	5.2383000000E+01	5.3233000000E+01	5.4083000000E+01	5.4934000000E+01	5.5779000000E+01	5.8298000000E+01	5.9130000000E+01	5.9964000000E+01	6.0800000000E+01	6.1631000000E+01	6.4936000000E+01	6.6572000000E+01	7.1441000000E+01	7.3858000000E+01
6.0000000000E+00	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	5.9999000000E+00	6.9998000000E+00	7.9993000000E+00	8.9985000000E+00	9.9969000000E+00	1.0994000000E+01	1.1990000000E+01	1.2984000000E+01	1.3975000000E+01	1.4963000000E+01	1.5948000000E+01	1.6930000000E+01	1.8880000000E+01	1.9924000000E+01	2.1774000000E+01	2.2732000000E+01	2.4636000000E+01	2.5585000000E+01	2.6531000000E+01	2.7475000000E+01	2.8418000000E+01	2.9358000000E+01	3.0297000000E+01	3.4045000000E+01	3.4980000000E+01	3.5915000000E+01	4.0578000000E+01	4.7977000000E+01	4.8892000000E+01	4.9804000000E+01	5.0714000000E+01	5.1620000000E+01	5.2523000000E+01	5.3424000000E+01	5.4320000000E+01	5.5217000000E+01	5.6113000000E+01	5.7003000000E+01	5.9660000000E+01	6.0538000000E+01	6.1415000000E+01	6.2293000000E+01	6.3166000000E+01	6.6633000000E+01	6.8348000000E+01	7.3436000000E+01	7.5956000000E+01
7.0000000000E+00	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	6.9999000000E+00	7.9998000000E+00	8.9995000000E+00	9.9989000000E+00	1.0998000000E+01	1.1996000000E+01	1.2993000000E+01	1.3990000000E+01	1.4984000000E+01	1.5977000000E+01	1.6968000000E+01	1.8941000000E+01	1.9961000000E+01	2.1879000000E+01	2.2853000000E+01	2.4790000000E+01	2.5755000000E+01	2.6717000000E+01	2.7676000000E+01	2.8634000000E+01	2.9588000000E+01	3.0541000000E+01	3.4337000000E+01	3.5283000000E+01	3.6228000000E+01	4.0945000000E+01	4.8463000000E+01	4.9399000000E+01	5.0333000000E+01	5.1266000000E+01	5.2197000000E+01	5.3127000000E+01	5.4055000000E+01	5.4981000000E+01	5.5906000000E+01	5.6832000000E+01	5.7753000000E+01	6.0508000000E+01	6.1420000000E+01	6.2332000000E+01	6.3244000000E+01	6.4151000000E+01	6.7759000000E+01	6.9545000000E+01	7.4845000000E+01	7.7463000000E+01
8.0000000000E+00	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.0999000000E+01	1.1998000000E+01	1.2997000000E+01	1.3995000000E+01	1.4993000000E+01	1.5989000000E+01	1.6985000000E+01	1.8970000000E+01	1.9989000000E+01	2.1935000000E+01	2.2919000000E+01	2.4879000000E+01	2.5856000000E+01	2.6830000000E+01	2.7802000000E+01	2.8772000000E+01	2.9739000000E+01	3.0705000000E+01	3.4547000000E+01	3.5504000000E+01	3.6459000000E+01	4.1221000000E+01	4.8810000000E+01	4.9756000000E+01	5.0702000000E+01	5.1647000000E+01	5.2591000000E+01	5.3534000000E+01	5.4477000000E+01	5.5419000000E+01	5.6361000000E+01	5.7303000000E+01	5.8243000000E+01	6.1056000000E+01	6.1990000000E+01	6.2924000000E+01	6.3858000000E+01	6.4789000000E+01	6.8497000000E+01	7.0339000000E+01	7.5813000000E+01	7.8521000000E+01
1.0000000000E+01	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.2999000000E+01	1.3999000000E+01	1.4998000000E+01	1.5997000000E+01	1.6996000000E+01	1.8992000000E+01	1.9999000000E+01	2.1980000000E+01	2.2974000000E+01	2.4959000000E+01	2.5949000000E+01	2.6938000000E+01	2.7926000000E+01	2.8912000000E+01	2.9896000000E+01	3.0879000000E+01	3.4794000000E+01	3.5769000000E+01	3.6742000000E+01	4.1587000000E+01	4.9288000000E+01	5.0248000000E+01	5.1207000000E+01	5.2165000000E+01	5.3123000000E+01	5.4081000000E+01	5.5038000000E+01	5.5995000000E+01	5.6951000000E+01	5.7908000000E+01	5.8865000000E+01	6.1732000000E+01	6.2687000000E+01	6.3641000000E+01	6.4596000000E+01	6.5550000000E+01	6.9361000000E+01	7.1261000000E+01	7.6941000000E+01	7.9767000000E+01
1.5000000000E+01	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.8999000000E+01	2.0000000000E+01	2.1998000000E+01	2.2998000000E+01	2.4996000000E+01	2.5995000000E+01	2.6994000000E+01	2.7992000000E+01	2.8990000000E+01	2.9988000000E+01	3.0985000000E+01	3.4970000000E+01	3.5965000000E+01	3.6959000000E+01	4.1920000000E+01	4.9820000000E+01	5.0804000000E+01	5.1787000000E+01	5.2770000000E+01	5.3751000000E+01	5.4732000000E+01	5.5713000000E+01	5.6692000000E+01	5.7671000000E+01	5.8650000000E+01	5.9627000000E+01	6.2557000000E+01	6.3533000000E+01	6.4508000000E+01	6.5483000000E+01	6.6458000000E+01	7.0351000000E+01	7.2296000000E+01	7.8123000000E+01	8.1033000000E+01
2.0000000000E+01	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.5999000000E+01	2.6999000000E+01	2.7999000000E+01	2.8999000000E+01	2.9998000000E+01	3.0998000000E+01	3.4995000000E+01	3.5994000000E+01	3.6992000000E+01	4.1983000000E+01	4.9954000000E+01	5.0949000000E+01	5.1943000000E+01	5.2937000000E+01	5.3931000000E+01	5.4924000000E+01	5.5917000000E+01	5.6909000000E+01	5.7901000000E+01	5.8892000000E+01	5.9884000000E+01	6.2864000000E+01	6.3843000000E+01	6.4832000000E+01	6.5820000000E+01	6.6808000000E+01	7.0755000000E+01	7.2726000000E+01	7.8630000000E+01	8.1576000000E+01
5.0000000000E+01	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.1999000000E+01	5.2999000000E+01	5.3999000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	5.9999000000E+01	6.2999000000E+01	6.3999000000E+01	6.4999000000E+01	6.5999000000E+01	6.6999000000E+01	7.0998000000E+01	7.2998000000E+01	7.8997000000E+01	8.1996000000E+01
8.0000000000E+01	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.2000000000E+01	5.3000000000E+01	5.4000000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	6.0000000000E+01	6.3000000000E+01	6.4000000000E+01	6.5000000000E+01	6.6000000000E+01	6.7000000000E+01	7.1000000000E+01	7.3000000000E+01	7.9000000000E+01	8.2000000000E+01
1.0000000000E+02	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.2000000000E+01	5.3000000000E+01	5.4000000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	6.0000000000E+01	6.3000000000E+01	6.4000000000E+01	6.5000000000E+01	6.6000000000E+01	6.7000000000E+01	7.1000000000E+01	7.3000000000E+01	7.9000000000E+01	8.2000000000E+01
1.0000000000E+03	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.2000000000E+01	5.3000000000E+01	5.4000000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	6.0000000000E+01	6.3000000000E+01	6.4000000000E+01	6.5000000000E+01	6.6000000000E+01	6.7000000000E+01	7.1000000000E+01	7.3000000000E+01	7.9000000000E+01	8.2000000000E+01
1.0000000000E+06	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.2000000000E+01	5.3000000000E+01	5.4000000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	6.0000000000E+01	6.3000000000E+01	6.4000000000E+01	6.5000000000E+01	6.6000000000E+01	6.7000000000E+01	7.1000000000E+01	7.3000000000E+01	7.9000000000E+01	8.2000000000E+01
1.0000000000E+09	1.0000000000E+00	4.0000000000E+00	5.0000000000E+00	6.0000000000E+00	7.0000000000E+00	8.0000000000E+00	9.0000000000E+00	1.0000000000E+01	1.1000000000E+01	1.2000000000E+01	1.3000000000E+01	1.4000000000E+01	1.5000000000E+01	1.6000000000E+01	1.7000000000E+01	1.9000000000E+01	2.0000000000E+01	2.2000000000E+01	2.3000000000E+01	2.5000000000E+01	2.6000000000E+01	2.7000000000E+01	2.8000000000E+01	2.9000000000E+01	3.0000000000E+01	3.1000000000E+01	3.5000000000E+01	3.6000000000E+01	3.7000000000E+01	4.2000000000E+01	5.0000000000E+01	5.1000000000E+01	5.2000000000E+01	5.3000000000E+01	5.4000000000E+01	5.5000000000E+01	5.6000000000E+01	5.7000000000E+01	5.8000000000E+01	5.9000000000E+01	6.0000000000E+01	6.3000000000E+01	6.4000000000E+01	6.5000000000E+01	6.6000000000E+01	6.7000000000E+01	7.1000000000E+01	7.3000000000E+01	7.9000000000E+01	8.2000000000E+01
